"","Tags","Public Access Level","Rights","Program Contact Name","Program Contact Email","Frequency","Last Updated","Created","Followers","Organization","Social"
"78","california, state, co..., county, raw, data","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"79","""assessed"", ""valuation"", ""california"", ""state"", ""co..."", ""raw"", ""data"")","Public","No restrictions on public use","Matthew","[email protected]","Irregular","January 8, 2020, 03:02 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"80","""california"", ""departme..."", ""covid"", ""covid-19"", ""covid19"", ""vaccines"", ""zip"", ""code""","Public","No restrictions on public use","California COVID-19 Vaccination Program","[email protected]","Weekly","June 27, 2021, 17:00 (UTC)","April 21, 2021, 17:01 (UTC)","0","California Department of Public Health","Twitter, Facebook, Linkedin"
"81","acute, care, hospital..., annual, balance, sheet, california, office, o..., discharges, by, payer..., expenses, income, statement, revenues)","Public","No restrictions on public use","Accounting and Reporting Systems Section","[email protected]","Annual","June 28, 2021, 07:00 (UTC)","December 13, 2018, 22:39 (UTC)","0","California Office of Statewide Health Planning & Development","Twitter, Facebook, Linkedin"
"82","""california"", ""office"", ""o..."", ""expenses"", ""financial"", ""income"", ""statement"", ""long-term"", ""care"", ""ltc"", ""net"", ""patient"", ""revenue..."", ""ogi""","Public","No restrictions on public use","Accounting and Reporting Systems Section","[email protected]","Annual","June 28, 2021, 07:00 (UTC)","December 13, 2018, 22:39 (UTC)","0","California Office of Statewide Health Planning & Development","Twitter, Facebook, Linkedin"
"83","""california"", ""office"", ""o..."", ""expenses"", ""financial"", ""income"", ""statement"", ""long-term"", ""care"", ""ltc"", ""net"", ""patient"", ""revenue""","Public","No restrictions on public use","Accounting and Reporting Systems Section","[email protected]","Annual","June 28, 2021, 07:00 (UTC)","December 13, 2018, 22:40 (UTC)","0","California Office of Statewide Health Planning & Development","Twitter, Facebook, Linkedin"
"84","age, demographics, at, home, care, california, office, o..., end, of, life, expenditures, grief, home, health, hospice, pallative, care, post-surgical, revenues, skilled, nursing, support, terminal, theraputic, care","Public","No restrictions on public use","Accounting and Reporting Systems Section","[email protected]","Annual","June 28, 2021, 07:00 (UTC)","December 13, 2018, 22:39 (UTC)","1","California Office of Statewide Health Planning & Development","Twitter, Facebook, Linkedin"
"85","""california"", ""state"", ""co..."", ""raw"", ""data"", ""transit"")","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"86","""california"", ""state"", ""co..."", ""raw"", ""data"", ""roads""","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:35 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"87","california, state, co..., property, tax, raw, data)","Public","No restrictions on public use","Raymond Tse","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","April 17, 2020, 03:01 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"88","""california"", ""state"", ""co..."", ""city"", ""raw"", ""data""","Public","No restrictions on public use","Raymond Tse","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","October 30, 2019, 03:01 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"89","""california"", ""state"", ""co..."", ""raw"", ""data"", ""special"", ""districts""","Public","No restrictions on public use","Raymond Tse","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","October 31, 2019, 03:01 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"90","california, state, co..., raw, data, transportation","Public","No restrictions on public use","Raymond Tse","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","October 1, 2019, 03:02 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"91","""california"", ""state"", ""co..."", ""raw"", ""data"", ""transportation"")","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"92","""california"", ""state"", ""co..."", ""property"", ""tax"", ""raw"", ""data""","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"93","california, state, co..., county, raw, data)","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:35 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"94","""california"", ""state"", ""co..."", ""city"", ""raw"", ""data""","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"95","""california"", ""state"", ""co..."", ""raw"", ""data"", ""special"", ""districts""","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"96","age, group, calendar, year, california, departme..., continuity, of, care, county, cy, 2013, cy, 2014, cy, 2015, cy, 2016, cy, 2017, cy, 2018, cy, 2019, dental, measures, dhcs, statewide, usual, source, utilization, utilization, 1, year, utilization, 2, years, utilizations, 3, years","Public","No restrictions on public use","Medi-Cal Dental Services Division / Research Analytics Unit","[email protected]","Annual","June 27, 2021, 16:00 (UTC)","August 12, 2019, 20:08 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"97","""california"", ""state"", ""co..."", ""raw"", ""data"", ""retirement"")","Public","No restrictions on public use","Raymond Tse","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"98","""california"", ""state"", ""co...""","Public","No restrictions on public use","Raymond Tse","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:35 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"99","california, state, co...)","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"100","""california"", ""state"", ""co...""","Public","No restrictions on public use","Raymond Tse","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:35 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"101","""age"", ""group"", ""calendar"", ""year"", ""california"", ""departme..."", ""continuity"", ""of"", ""care"", ""cy"", ""2013"", ""cy"", ""2016"", ""cy"", ""2017"", ""cy"", ""2018"", ""cy"", ""2019"", ""cy2014"", ""cy2015"", ""dental"", ""measures"", ""dhcs"", ""statewide"", ""usual"", ""source"", ""utilization"", ""utilization"", ""1"", ""year"", ""utilization"", ""2"", ""years"", ""utilization"", ""3"", ""years""","Public","No restrictions on public use","Medi-Cal Dental Services Division / Research Analytics Unit","[email protected]","Annual","June 27, 2021, 16:00 (UTC)","August 12, 2019, 20:08 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"102","adv, adv, rates, age, group, annual, dental, visits, calendar, year, california, departme..., county, cy, 2013, cy, 2015, cy, 2016, cy, 2017, cy, 2018, cy, 2019, cy2014, dental, dental, exams, dental, measures, dhcs, eligibility, exams, preventative, prevention, for, caries, resto, restorative, sealants, statewide, three, plus, months, elig, treatment, for, caries, utilization","Public","No restrictions on public use","Medi-Cal Dental Services Division / Research Analytics Unit","[email protected]","Annual","June 27, 2021, 16:00 (UTC)","August 12, 2019, 20:08 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"103","""adv"", ""adv"", ""rates"", ""age"", ""group"", ""annual"", ""dental"", ""visits"", ""calendar"", ""year"", ""california"", ""departme..."", ""county"", ""cy"", ""2013"", ""cy"", ""2014"", ""cy"", ""2015"", ""cy"", ""2016"", ""cy"", ""2017"", ""cy"", ""2018"", ""cy"", ""2019"", ""dental"", ""dental"", ""exams"", ""dental"", ""measures"", ""dhcs"", ""eligibility"", ""ethnicity"", ""group"", ""exams"", ""oral"", ""health"", ""evaluat..."", ""preventative"", ""prevention"", ""for"", ""caries"", ""resto"", ""restorative"", ""sealants"", ""statewide"", ""three"", ""plus"", ""months"", ""elig"", ""treatment"", 
""for"", ""caries"", ""utilization"")","Public","No restrictions on public use","Medi-Cal Dental Services Division / Research Analytics Unit","[email protected]","Annual","June 27, 2021, 16:00 (UTC)","August 12, 2019, 20:07 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"104","""adv"", ""adv"", ""rates"", ""age"", ""group"", ""annual"", ""dental"", ""visits"", ""calendar"", ""year"", ""california"", ""departme..."", ""continuity"", ""of"", ""care"", ""cy"", ""2013"", ""cy"", ""2014"", ""cy"", ""2015"", ""cy"", ""2016"", ""cy"", ""2017"", ""cy"", ""2018"", ""cy"", ""2019"", ""dental"", ""dental"", ""exams"", ""dental"", ""measures"", ""dhcs"", ""eligibility"", ""exams"", ""preventative"", ""resto"", ""restorative"", ""sealants"", ""statewide"", ""three"", ""plus"", ""months"", ""elig"", ""usual"", ""source"", ""utilization"", ""utilization"", ""1"", ""year"", ""utilization"", 
""2"", ""years"", ""utlization"", ""3"", ""years"", ""...""","Public","No restrictions on public use","Medi-Cal Dental Services Division / Research Analytics Unit","[email protected]","Annual","June 27, 2021, 16:00 (UTC)","August 12, 2019, 20:08 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"105","adv, adv, rates, age, group, annual, dental, visits, calendar, year, california, departme..., county, cy, 2013, cy, 2014, cy, 2015, cy, 2016, cy, 2017, cy, 2018, cy, 2019, dental, dental, exams, dental, measures, dhcs, eligibility, ethnicity, ethnicity, group, exams, oral, health, evaluat..., prevention, of, caries, preventive, resto, restorative, sealants, statewide, three, month, eligiblity, 
three, plus, months, elig, treatment, for, caries, utilization)","Public","No restrictions on public use","Medi-Cal Dental Services Division / Research Analytics Unit","[email protected]","Annual","June 27, 2021, 16:00 (UTC)","August 12, 2019, 20:07 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"106","""california"", ""state"", ""co..."", ""raw"", ""retirement""","Public","No restrictions on public use","Matthew","[email protected]","Irregular","June 27, 2021, 03:00 (UTC)","August 22, 2019, 16:36 (UTC)","0","California State Controller's Office","Twitter, Facebook, Linkedin"
"107","""california"", ""ocean"", ""pr..."", ""cordell"", ""bank"", ""greater"", ""farallones"", ""..."", ""microplastics"", ""monterey"", ""bay"", ""opc"", ""san"", ""francicso"", ""bay"", ""san"", ""francisco"", ""bay"", ""san"", ""pablo"", ""bay"", ""sfei"", ""suisun"", ""bay""","Public","No restrictions on public use","Adam Wong","[email protected]","Irregular","June 22, 2021, 01:00 (UTC)","September 29, 2020, 02:00 (UTC)","0","California Ocean Protection Council","Twitter, Facebook, Linkedin"
"108","Financial, Assistance, Municipal, Residenti..., Rates, and, Finance, Wastewater, Rates, Water, Boards, Water, Financing, Water, Rates","Public","Use of this data is subject to the CA.gov Conditions of Use and any copyright and proprietary notices incorporated in or accompanying the individual files","Division of Financial Assistance State Water Boards","[email protected]","Semiannual","July 16, 2020, 23:26 (UTC)","July 16, 2020, 22:34 (UTC)","0","California State Water Resources Control Board","Twitter, Facebook, Linkedin"
